X0,X1,X2,X3,Y
44,15,61,60,79,0
82,26,97,77,25,0
24,22,69,72,12,0
11,18,44,72,49,1
47,22,21,24,35,0
60,45,67,33,12,1
55,49,14,20,74,0
65,18,15,97,6,0
65,93,72,66,59,0
64,52,9,48,52,1
13,48,26,4,0,0
85,19,22,7,77,1
47,85,5,99,11,0
23,98,65,42,36,0
6,16,43,89,58,1
61,94,39,74,30,0
50,14,84,56,76,0
11,39,88,35,69,0
84,11,36,9,36,0
33,75,37,86,69,1
60,9,17,58,36,1
87,16,1,90,87,1
54,30,49,21,29,0
52,11,35,33,34,1
64,64,79,89,45,0
37,17,51,94,63,0
57,85,29,36,6,1
80,18,10,95,12,0
42,91,76,79,22,1
35,8,61,91,9,0
7,55,99,82,55,0
82,55,83,99,69,0
16,5,2,74,1,0
24,74,85,54,2,0
97,78,19,34,90,1
14,37,24,3,46,0
35,21,29,44,18,0
12,70,62,88,64,1
4,38,50,28,66,0
36,97,71,38,42,1
84,74,43,72,75,1
99,93,74,73,99,0
89,94,12,64,15,0
40,70,23,17,36,1
40,30,11,50,9,0
18,64,88,61,86,0
56,59,87,23,1,1
81,13,81,59,88,1
16,69,95,14,55,0
63,40,16,38,48,1
63,61,18,46,47,1
62,80,35,46,25,1
96,70,8,49,61,1
33,72,47,14,36,0
28,62,18,13,57,0
35,81,38,65,65,1
67,7,91,76,18,0
90,74,3,34,2,1
85,31,68,64,86,0
46,59,47,88,65,0
53,11,94,74,19,1
68,9,53,91,89,0
8,58,25,22,99,0
50,93,91,59,36,0
41,82,1,95,99,0
19,18,65,77,63,0
99,87,38,90,9,1
21,1,64,45,24,1
19,59,28,25,44,1
65,46,53,44,10,1
25,29,1,42,65,0
92,12,47,9,50,1
35,52,57,11,32,1
82,8,32,97,81,1
18,62,88,54,56,0
13,17,22,44,18,1
32,8,2,25,40,1
4,12,83,69,29,0
25,68,74,69,59,1
71,56,32,33,20,0
19,75,10,7,98,0
1,9,82,70,6,0
55,95,36,99,62,1
38,26,91,54,90,0
44,11,38,28,10,1
90,46,36,23,28,1
24,23,15,38,60,0
1,64,1,18,98,1
6,46,33,3,38,0
38,85,24,33,56,1
5,96,96,90,45,1
21,53,12,15,14,0
77,98,39,9,12,0
33,90,24,90,1,0
81,84,43,16,89,1
92,34,36,91,42,1
55,53,31,96,16,0
36,93,54,56,97,1
40,42,14,96,74,0
87,10,93,67,87,1
68,55,61,66,81,1
95,33,73,43,3,0
39,0,36,54,7,1
18,93,6,35,28,0
61,66,25,81,3,0
4,73,72,11,33,0
97,75,9,49,62,1
47,83,15,17,7,0
73,62,20,77,81,1
78,98,97,6,7,0
71,23,67,47,38,1
64,96,27,81,97,0
9,73,11,79,83,1
38,22,20,40,96,0
70,84,53,56,56,0
20,38,21,21,20,0
30,83,21,18,1,0
30,81,14,74,44,1
76,73,41,33,65,0
19,28,46,45,23,1
1,15,80,19,79,1
87,12,79,28,7,0
15,22,36,23,64,1
82,85,26,84,34,0
6,81,48,0,96,1
77,23,18,98,49,0
70,10,22,29,95,1
34,37,10,84,90,0
81,35,70,93,29,0
1,92,20,50,69,1
71,58,82,77,91,0
50,17,32,84,84,0
71,78,88,37,3,1
27,37,23,73,41,0
18,79,88,79,76,0
97,51,78,14,2,0
49,62,31,79,2,1
17,10,38,56,24,1
59,84,70,58,59,1
13,86,26,79,53,0
87,62,16,19,30,1
68,18,49,68,12,0
15,47,35,27,41,0
72,89,52,67,65,1
45,25,67,19,40,1
69,71,22,34,3,0
23,89,51,98,50,0
81,7,5,79,10,1
8,35,0,15,36,1
96,80,94,90,59,1
75,45,13,82,59,0
70,85,28,50,9,0
32,31,26,71,61,0
47,88,90,95,52,1
95,48,83,59,55,1
17,99,18,35,6,1
55,64,60,4,11,1
75,10,88,63,80,0
44,62,47,67,76,1
92,77,80,14,8,1
9,72,61,13,98,1
29,69,88,7,42,1
20,31,53,47,6,0
98,34,87,51,87,1
9,92,23,62,46,1
4,93,24,28,29,1
74,53,34,54,62,0
40,85,2,99,89,1
44,29,65,34,96,0
96,78,19,48,94,1
48,24,88,25,55,1
97,21,50,45,52,0
34,96,13,95,33,1
46,59,84,90,52,1
63,22,88,75,19,1
79,60,58,26,77,0
43,68,30,65,31,0
97,9,98,93,12,1
30,72,75,99,44,0
47,28,37,52,35,1
81,21,23,74,12,1
43,26,87,77,16,1
7,52,68,85,81,0
80,92,10,2,69,1
15,63,84,98,69,0
14,81,6,17,0,1
6,34,6,4,18,1
17,30,86,65,70,1
78,67,31,25,95,1
45,86,39,18,91,1
93,93,60,21,55,1
8,48,68,68,57,0
66,9,97,78,13,1
3,58,86,99,9,1
78,43,10,54,7,0
70,43,81,81,32,1
21,38,54,67,91,1
79,68,78,79,6,1
33,26,5,6,70,0
21,84,95,41,39,1
13,51,15,4,50,1
43,21,55,97,3,1
31,20,29,62,25,0
65,14,20,71,79,0
90,49,44,35,86,0
22,97,44,70,95,1
8,8,59,16,22,1
10,0,90,47,47,1
55,67,95,64,88,0
52,10,9,77,12,1
24,70,43,25,42,0
21,52,53,61,40,0
20,88,40,69,91,1
12,15,37,4,29,0
34,46,27,76,32,1
23,60,64,42,1,0
40,72,13,95,84,1
57,15,40,5,46,1
48,73,57,29,82,1
93,4,44,47,27,0
60,51,55,48,21,0
90,97,15,75,55,1
98,91,67,21,2,0
90,37,54,56,33,1
65,86,76,1,47,1
7,76,4,38,84,1
65,63,43,32,66,1
76,49,9,49,47,1
37,85,74,77,45,1
49,35,82,16,25,0
77,31,59,1,76,0
89,90,66,8,37,1
73,29,26,12,41,1
28,18,49,41,51,1
29,93,91,35,14,1
38,67,61,54,35,0
61,5,70,32,6,1
36,60,0,48,24,0
75,62,63,94,95,0
92,96,51,26,70,1
40,93,84,63,71,1
27,84,95,84,0,0
0,90,28,39,19,1
33,42,6,87,3,0
26,66,72,77,43,0
76,23,54,59,61,0
92,82,56,61,39,1
47,2,1,38,89,1
85,38,60,58,75,1
49,58,93,3,93,1
22,44,13,17,60,1
0,3,48,73,67,1
18,16,46,70,67,1
98,27,32,67,71,0
15,62,92,71,23,1
90,12,12,43,87,1
7,25,40,73,99,0
75,5,15,80,85,1
81,12,23,44,68,1
16,53,34,65,90,1
47,55,67,6,73,1
15,36,64,5,19,1
75,83,5,24,13,1
14,74,81,9,48,0
90,58,23,44,53,0
41,39,42,56,65,0
74,4,42,75,59,1
76,55,3,67,82,1
57,8,70,91,39,0
85,10,47,99,72,1
34,21,53,27,96,0
0,82,13,9,52,1
12,96,69,48,86,0
97,14,63,10,68,0
24,72,96,84,19,0
11,44,28,8,54,0
3,30,94,4,67,1
7,44,74,81,86,1
50,4,54,98,18,1
54,89,0,48,47,1
45,43,22,58,99,1
17,99,69,83,21,1
17,47,71,36,20,1
20,8,62,24,46,0
98,97,45,35,20,1
74,81,18,83,42,0
63,82,67,26,54,0
73,9,7,62,95,1
13,55,76,39,75,0
10,21,18,47,46,1
49,43,82,52,52,0
17,24,14,62,3,1
31,44,10,0,74,1
47,80,97,4,41,1
3,55,47,24,54,0
70,77,85,42,44,1
57,50,10,45,26,1
13,79,91,14,0,1
25,86,49,67,30,0
32,4,1,36,17,1
51,94,90,4,21,1
79,48,60,75,96,1
40,73,71,50,44,1
21,36,43,65,41,1
56,8,95,67,96,1
2,82,97,6,69,1
82,30,63,10,76,0
1,13,36,26,46,1
2,17,1,24,76,1
44,73,2,3,45,0
20,14,19,25,97,0
53,45,81,27,86,1
66,91,61,5,9,0
55,97,79,91,55,1
37,49,87,78,72,1
9,57,0,62,31,1
31,5,95,32,24,1
43,61,99,36,9,1
67,33,57,65,19,1
69,28,29,34,27,0
9,45,36,46,14,1
95,34,86,93,25,1
10,12,25,66,10,1
36,58,13,20,11,1
71,70,75,80,35,1
77,88,86,56,47,0
50,87,59,97,16,0
72,27,7,59,37,0
59,90,88,80,32,1
42,48,91,7,29,1
27,28,62,91,33,0
23,18,78,3,46,0
88,31,58,33,98,1
86,90,41,76,37,1
66,79,35,89,72,1
25,43,29,37,10,1
2,20,58,55,84,1
58,11,85,68,96,1
94,78,50,38,38,1
60,6,8,82,5,0
60,1,3,94,2,1
80,9,2,28,97,1
88,49,20,52,50,1
20,88,86,9,91,1
34,18,60,70,28,0
87,39,84,70,50,1
72,36,73,71,60,1
84,5,30,3,22,1
41,65,66,91,34,0
84,65,26,31,19,1
46,1,41,72,9,1
45,59,33,96,92,0
85,47,53,46,38,0
59,51,30,90,11,1
81,4,71,71,36,1
75,40,75,22,13,1
50,16,6,16,98,1
97,90,69,7,97,0
72,52,52,47,93,0
34,50,97,1,21,1
72,26,56,19,93,1
41,68,19,37,28,0
67,9,52,30,0,0
77,76,53,38,27,1
42,77,22,20,59,1
94,94,73,34,51,0
45,78,41,35,94,0
16,10,38,66,26,1
69,52,7,16,3,1
41,49,90,39,20,1
47,32,91,45,6,1
98,5,56,93,68,1
53,26,48,76,96,1
68,97,76,60,52,1
11,85,6,44,40,1
85,55,78,82,13,1
14,48,41,22,43,0
92,34,48,59,67,1
10,71,44,77,61,1
21,20,54,12,0,0
50,19,1,64,25,0
81,80,38,78,45,1
54,71,37,26,89,1
18,45,18,6,17,0
14,52,48,0,11,1
0,62,52,67,41,1
38,31,68,87,31,0
43,14,22,23,30,1
56,60,10,82,74,0
31,24,56,85,72,1
80,30,45,43,0,0
78,87,60,29,83,0
79,5,60,38,95,0
27,40,61,74,62,1
13,34,95,18,2,1
28,94,3,16,78,0
10,60,45,21,29,1
65,45,60,22,16,0
99,93,50,5,55,1
10,82,12,1,99,1
75,1,89,92,62,1
81,84,40,7,97,0
77,15,49,3,29,1
67,92,55,87,44,1
27,52,68,61,32,0
50,28,46,67,28,1
94,94,98,28,18,1
48,33,16,50,16,1
14,70,81,46,82,1
70,12,67,31,76,1
33,36,28,31,74,1
82,24,32,52,17,0
87,75,63,98,78,1
91,7,94,77,98,1
79,38,48,74,48,1
94,37,52,87,2,1
38,15,17,22,92,0
90,66,50,67,38,1
44,94,31,15,85,1
24,1,76,99,2,0
1,24,57,60,54,1
69,34,40,71,36,0
37,84,77,33,94,1
37,47,94,72,33,1
39,59,17,88,7,1
93,29,82,58,29,1
33,42,15,87,3,1
30,71,99,78,14,1
25,11,52,43,46,1
78,8,80,72,3,1
15,16,43,49,37,1
94,55,6,92,18,1
35,18,86,71,24,0
99,39,33,62,55,0
34,87,99,57,65,1
27,21,98,86,41,0
17,18,92,10,53,0
16,47,63,72,6,1
79,87,83,27,51,1
71,97,2,27,44,1
53,9,1,98,88,1
74,22,55,87,5,1
29,7,75,0,58,1
69,82,5,90,11,0
16,23,18,38,42,0
88,53,18,16,43,0
3,93,69,63,71,1
96,39,54,13,4,1
19,67,95,1,56,0
53,72,68,78,85,0
70,94,82,1,83,1
30,2,24,88,72,1
41,85,54,98,49,0
99,54,64,75,24,1
54,73,48,14,26,0
75,50,87,71,97,1
74,97,6,82,63,1
81,10,42,22,61,1
2,90,26,26,90,1
7,19,75,19,17,1
42,68,21,61,2,0
83,59,85,55,36,0
26,94,90,38,8,1
38,5,4,55,30,1
7,80,47,77,92,1
16,2,58,26,73,0
79,30,98,11,54,1
66,42,82,26,44,1
7,90,80,96,57,1
42,17,33,19,30,1
60,19,45,40,74,1
98,85,3,82,75,1
55,18,67,71,89,1
96,90,66,8,87,0
79,28,60,40,27,0
6,86,27,4,10,1
14,97,47,96,96,1
29,72,24,72,44,1
58,38,75,75,67,1
79,96,76,68,65,1
80,93,12,55,9,1
93,83,25,25,37,1
66,54,52,24,10,1
99,69,90,39,58,1
10,58,82,77,4,1
59,63,85,40,17,1
60,90,20,96,61,1
82,29,51,11,54,1
64,92,12,21,60,1
85,29,27,40,45,1
23,73,69,43,64,1
54,19,95,80,36,1
1,27,27,42,82,0
54,68,50,6,4,1
46,61,81,69,91,1
15,0,66,11,41,1
35,54,43,56,84,1
3,74,19,63,84,1
83,5,7,30,5,0
35,43,76,77,72,1
52,0,26,71,69,1
6,91,10,13,74,1
39,31,88,97,36,1
6,63,13,92,74,1
99,19,0,59,66,1
68,18,22,28,42,1
6,93,92,32,26,1
80,90,3,8,9,0
29,8,73,10,78,1
11,97,13,65,95,0
85,54,76,83,78,1
21,74,28,95,21,1
30,8,18,34,98,1
32,47,4,77,45,1
82,38,65,29,58,1
39,87,72,54,16,1
11,76,45,54,83,1
15,42,91,0,68,1
45,56,94,71,91,1
1,10,33,64,90,1
52,18,63,99,28,1
43,80,94,19,2,1
48,14,35,35,66,1
5,81,89,84,71,0
22,82,8,28,85,1
42,9,68,70,89,1
2,73,36,76,47,1
86,49,85,99,77,1
53,87,42,91,38,1
56,93,10,46,16,1
99,97,79,6,59,0
76,42,16,87,29,1
60,60,81,22,18,0
23,33,12,57,17,1
85,78,69,95,39,1
65,51,7,45,92,1
69,60,31,44,98,0
40,9,59,72,23,1
62,20,33,82,35,1
31,61,59,79,46,1
46,10,88,64,17,1
2,40,75,79,80,0
34,77,60,85,27,0
40,24,79,14,42,1
41,76,16,42,67,1
74,29,24,64,44,1
85,73,46,2,1,0
51,18,29,44,17,1
95,44,64,1,57,1
6,55,65,26,82,1
49,86,38,47,49,1
70,31,71,17,34,1
11,60,15,75,28,1
6,74,88,46,37,1
79,54,11,94,75,1
16,4,48,76,77,1
47,25,51,62,95,1
82,7,99,24,7,1
58,84,58,34,8,1
44,65,12,83,56,1
1,44,59,58,54,1
94,22,72,11,21,1
87,73,24,15,4,1
55,8,33,77,77,1
53,84,87,25,29,1
88,65,34,24,45,1
93,91,32,58,25,1
69,10,81,96,93,1
33,7,69,56,12,1
21,10,59,44,12,0
62,33,66,36,39,0
11,24,65,57,89,0
17,86,65,76,65,1
19,43,10,93,3,1
96,19,87,98,85,1
6,36,62,32,50,1
25,91,16,69,37,1
83,71,74,74,15,1
34,7,78,36,94,1
61,28,33,44,12,1
16,70,65,99,86,1
78,72,60,71,13,1
90,5,97,81,53,1
45,38,46,58,86,1
82,72,40,17,26,1
30,63,7,98,88,1
44,67,9,0,71,1
17,90,84,77,7,1
66,85,35,59,96,0
75,63,16,91,10,1
83,68,58,78,73,1
71,97,0,50,92,1
70,30,56,44,25,0
50,73,34,47,26,1
63,98,95,37,20,1
76,97,22,86,43,1
78,56,56,59,43,1
41,42,71,63,9,1
90,58,27,59,46,1
79,21,39,70,5,1
57,81,11,56,59,1
40,33,98,84,62,1
71,32,60,36,41,1
2,48,3,70,68,1
31,41,1,96,14,1
87,69,58,59,56,1
91,46,56,26,55,0
11,6,46,34,54,1
73,17,92,77,65,1
77,50,66,27,88,1
17,94,79,7,25,1
72,43,90,28,19,1
9,61,24,35,99,1
24,55,50,8,17,1
36,36,67,91,10,1
25,65,87,93,77,1
47,21,43,89,40,1
27,97,92,73,45,0
17,2,15,1,86,1
91,40,10,37,6,1
46,87,37,92,6,1
16,18,62,55,9,1
9,27,26,49,14,1
8,1,51,87,12,1
11,42,56,45,62,1
72,99,61,63,75,1
24,17,78,92,6,1
48,98,94,73,11,1
63,70,52,97,42,1
87,38,78,81,76,1
65,1,88,54,59,1
10,18,9,90,79,1
39,59,76,10,43,1
79,29,75,34,27,1
71,43,42,44,58,1
33,2,34,24,86,1
51,35,37,20,70,1
61,22,54,90,9,1
69,12,40,67,72,1
35,50,81,46,11,1
12,34,76,50,90,1
39,58,34,0,12,1
3,50,45,36,80,1
83,7,1,68,17,1
81,29,87,51,38,1
46,5,38,80,34,1
27,98,10,29,74,1
2,49,75,64,60,1
86,3,45,89,35,1
51,75,15,54,58,1
18,86,16,63,38,1
1,44,21,58,76,0
55,42,20,26,57,1
67,54,91,15,95,1
38,20,91,94,39,1
45,79,21,87,50,1
55,34,89,42,70,1
44,73,42,46,93,1
81,81,56,1,99,1
98,81,41,42,80,0
32,92,11,22,6,1
85,59,84,1,89,1
84,23,86,88,62,1
79,77,20,19,2,1
36,84,35,25,58,1
70,29,82,19,82,1
86,43,37,76,50,1
37,37,95,5,34,1
65,68,49,10,3,1
11,76,18,47,17,1
45,18,52,21,15,1
45,88,47,11,83,0
32,26,8,63,70,0
24,14,43,90,58,0
44,62,45,11,53,1
98,32,30,77,41,0
45,52,94,33,30,0
21,3,37,71,20,0
14,88,73,87,55,0
23,19,15,95,33,0
57,16,49,20,86,0
8,25,82,75,67,0
3,81,52,27,93,0
29,35,4,49,40,0
47,8,97,79,43,0
36,50,4,73,93,0
78,21,41,42,53,0
32,66,29,57,66,0
72,10,56,98,65,0
29,50,76,19,2,0
35,1,18,92,64,0
91,36,84,73,52,0
55,41,6,35,13,0
18,74,2,36,31,0
27,0,61,7,77,0
35,11,39,92,41,0
70,43,68,35,72,0
95,15,39,72,10,0
58,22,65,98,49,0
17,37,68,5,26,0
90,63,47,42,67,0
35,46,0,76,4,0
54,7,34,39,30,0
42,53,21,45,47,0
59,8,88,13,20,0
56,24,37,54,1,0
21,78,53,42,71,0
78,26,89,9,65,0
2,53,50,78,70,0
92,50,67,90,40,0
92,77,63,84,87,0
98,10,84,42,51,0
34,74,45,68,22,0
80,69,11,23,94,0
73,73,71,83,3,0
92,92,23,99,97,0
65,76,48,47,93,0
27,52,77,14,30,0
37,44,17,10,20,0
68,13,64,92,25,0
35,35,67,86,89,0
12,7,4,63,85,0
31,35,18,71,91,0
50,93,28,60,40,0
45,34,51,44,28,0
24,46,36,54,92,0
85,19,64,54,18,0
67,17,98,70,66,0
9,87,25,17,78,0
94,23,77,3,17,0
11,0,67,51,75,0
72,5,71,78,4,0
95,83,7,49,93,0
46,55,64,4,46,0
81,43,2,81,22,0
65,9,85,47,74,0
14,22,33,65,9,0
25,18,57,96,69,0
6,22,20,55,79,0
5,59,8,45,14,1
89,39,1,15,47,0
23,12,66,2,94,0
18,30,52,26,40,0
51,37,39,52,54,0
77,79,17,96,11,0
67,61,11,88,85,0
62,11,7,54,31,0
70,43,63,29,15,0
97,45,93,27,45,1
25,12,28,8,80,0
49,92,72,97,99,0
96,25,40,29,90,0
7,79,47,78,1,0
90,26,15,2,9,0
73,78,33,42,97,1
63,87,11,20,84,0
28,95,85,80,16,0
52,39,92,20,48,0
52,78,9,64,44,0
9,61,62,4,1,1
59,60,15,23,34,0
56,6,20,66,8,0
71,93,81,27,98,0
88,39,53,13,50,0
63,35,35,37,51,0
26,25,58,28,53,0
20,7,64,56,14,0
99,53,46,56,34,0
58,45,4,13,40,1
84,76,89,24,66,0
62,72,58,16,99,0
72,10,35,1,52,0
9,57,11,8,22,1
52,85,34,18,15,1
43,95,15,78,47,0
64,16,67,5,23,0
24,25,27,65,72,0
56,16,44,52,25,0
62,33,35,85,79,0
46,53,31,71,43,0
84,77,96,84,18,0
15,12,97,88,95,0
77,20,10,28,74,0
24,19,83,96,38,0
98,57,30,12,33,0
59,86,5,9,56,1
82,71,9,47,65,0
84,13,30,56,72,0
57,76,51,52,94,1
92,27,36,79,2,0
61,2,49,14,14,0
89,82,56,7,88,0
25,59,89,83,60,0
78,76,15,83,5,0
55,27,80,53,2,0
14,39,41,97,66,0
62,47,5,88,96,0
72,58,67,59,97,0
89,48,69,18,88,0
68,40,8,21,3,0
53,54,75,35,46,0
18,49,52,1,42,0
27,74,71,67,89,0
73,27,93,67,47,0
57,49,82,85,94,0
41,84,73,38,22,0
98,70,16,11,81,0
48,97,58,98,89,0
9,8,23,15,14,0
64,94,83,67,40,0
75,64,47,51,91,1
10,91,3,86,99,1
4,28,15,9,0,0
55,23,64,72,60,1
39,27,1,95,93,0
17,20,64,27,6,0
46,58,28,49,82,0
63,35,21,60,23,0
10,44,68,85,31,0
26,13,97,53,72,0
23,39,28,69,62,0
31,82,97,30,32,0
32,38,27,33,6,1
12,88,25,64,31,0
99,56,20,10,91,0
18,8,91,61,39,0
42,62,89,86,19,0
17,69,81,65,31,0
80,46,55,90,42,0
45,55,14,78,50,0
50,99,56,77,32,0
68,95,17,11,10,0
45,15,91,89,75,0
56,4,63,21,24,0
50,4,0,30,9,0
96,14,14,4,96,0
36,47,22,83,0,1
21,43,81,77,47,0
78,25,64,43,49,1
68,7,16,78,93,0
90,50,84,85,91,0
85,92,36,5,5,1
76,80,53,51,59,0
46,27,13,31,42,0
85,42,17,41,98,0
72,4,19,50,77,0
4,4,74,65,85,1
6,78,94,1,20,0
21,21,1,39,12,0
15,70,40,63,71,0
13,27,93,87,23,0
99,42,83,45,8,0
69,66,4,12,2,0
48,68,82,82,42,0
92,75,73,39,58,0
28,2,66,13,87,0
65,7,17,18,54,0
82,32,92,21,75,0
6,72,51,68,55,1
54,38,26,5,92,0
5,46,66,88,15,0
69,61,20,0,46,0
64,0,73,41,6,0
83,12,81,13,67,0
31,74,68,17,32,1
72,81,51,18,18,0
10,29,84,51,46,0
44,38,13,77,37,0
63,0,87,72,58,0
32,69,77,85,8,0
33,60,79,62,50,0
25,96,79,3,89,0
3,20,36,33,77,1
50,44,96,99,43,1
59,80,29,76,68,0
37,19,86,93,68,0
36,76,74,12,90,1
10,61,57,32,20,0
43,71,15,20,10,1
91,67,50,75,86,0
40,89,32,77,79,0
58,61,50,37,38,0
61,66,84,13,88,0
61,48,81,57,79,1
73,80,87,88,72,0
84,82,42,42,39,0
64,10,27,46,28,0
66,66,98,21,80,0
17,19,29,94,9,0
49,2,71,90,93,0
75,54,37,98,22,0
61,59,57,69,58,1
64,10,19,19,20,0
68,1,98,38,55,0
52,20,50,59,82,0
90,69,13,90,68,0
3,82,86,13,1,0
30,73,35,2,74,0
4,77,5,38,44,0
87,81,1,62,31,0
28,97,28,83,25,0
84,91,45,6,60,0
88,23,92,18,75,0
48,19,50,64,73,0
38,29,29,36,57,0
85,16,29,90,33,0
93,97,77,95,63,0
38,61,3,87,55,0
41,12,97,14,88,0
84,15,64,12,16,0
97,88,47,15,18,0
62,18,92,26,18,0
16,86,22,55,22,0
92,15,69,49,84,0
51,41,17,15,40,1
26,59,79,24,20,0
58,76,79,35,92,1
87,52,10,29,80,0
81,23,72,9,5,0
97,76,74,93,32,0
7,95,88,78,4,0
53,40,35,23,2,0
41,74,13,55,52,0
43,75,56,35,66,0
80,84,78,84,66,0
40,89,72,35,76,0
49,83,5,2,46,0
25,80,65,76,54,0
70,88,93,77,77,0
43,37,90,23,2,0
52,77,27,31,68,1
40,5,18,54,23,0
83,41,66,39,93,1
12,25,48,19,47,0
40,89,6,65,87,0
6,25,14,47,11,0
67,83,36,84,18,0
87,49,92,68,43,0
78,55,25,83,4,0
73,57,66,93,62,0
57,93,24,66,54,0
73,54,61,42,24,1
7,60,40,77,33,0
33,15,28,68,39,1
59,94,90,64,21,0
9,96,23,93,8,0
69,54,96,76,65,0
57,79,92,68,0,0
50,1,62,10,5,0
33,94,89,33,98,0
85,37,92,60,57,1
54,3,96,60,68,0
24,55,53,26,47,0
19,21,9,22,26,0
98,84,95,55,29,0
64,93,5,94,16,0
10,75,81,18,89,0
96,60,92,91,30,0
85,25,75,73,31,1
76,57,99,89,82,1
12,56,75,88,30,1
81,78,58,59,77,0
13,71,80,6,88,0
48,8,93,48,15,0
40,31,15,53,60,1
12,60,84,1,7,0
63,75,72,7,36,0
20,94,38,53,99,0
17,69,40,24,70,0
21,79,61,94,8,0
78,14,96,74,3,0
30,70,51,64,3,0
54,67,69,70,69,0
23,7,23,24,84,0
2,62,31,90,26,0
7,59,30,29,13,0
0,51,43,63,36,1
26,67,76,41,31,0
44,83,13,10,83,0
97,68,96,29,71,1
84,5,8,78,54,1
15,86,59,49,54,0
57,60,45,26,76,1
53,16,0,89,50,1
65,32,5,55,30,0
16,44,57,57,89,1
38,30,68,71,56,0
15,49,47,7,56,0
58,21,96,18,92,1
66,48,72,33,20,0
41,84,9,9,36,1
71,12,69,71,18,1
60,73,0,84,31,0
94,3,4,21,39,0
64,26,83,92,29,0
1,17,2,71,17,0
48,17,30,6,9,0
58,93,51,68,19,0
77,75,60,13,3,0
73,73,43,36,87,0
91,42,42,98,8,1
81,94,24,43,27,0
36,38,16,63,77,0
32,39,30,4,88,0
95,91,93,83,64,0
41,61,78,34,34,1
40,6,22,66,38,0
69,12,36,6,23,0
34,54,45,20,86,0
58,80,48,43,13,0
90,6,17,79,9,0
95,91,23,75,27,1
57,99,83,2,88,0
13,84,99,23,12,0
62,98,47,58,11,0
43,45,55,72,37,0
17,18,34,77,63,1
28,18,3,94,43,1
32,67,32,85,47,0
77,31,83,93,66,1
18,85,92,30,27,1
45,47,46,85,37,1
92,18,43,3,10,1
57,3,75,12,79,0
74,68,7,83,67,0
81,64,44,51,42,0
68,29,33,70,99,0
61,38,15,2,83,0
29,59,88,77,58,1
0,7,9,17,29,1
32,56,51,20,96,0
5,95,9,37,97,1
45,44,47,17,84,0
65,95,0,38,17,1
81,75,35,47,92,0
12,32,88,99,63,0
82,80,8,62,62,0
84,59,68,64,42,0
82,54,4,74,39,1
70,50,43,78,69,0
68,14,84,43,97,0
90,81,12,64,55,0
63,65,3,25,67,0
79,66,41,2,58,0
49,36,39,48,11,0
62,25,73,31,74,0
41,4,27,54,58,1
33,51,7,4,57,0
30,54,57,98,94,0
6,23,67,61,67,1
60,91,44,44,29,1
17,94,84,23,63,1
11,33,12,63,26,1
57,30,28,38,34,0
13,22,18,97,38,0
29,7,57,92,81,0
48,5,9,5,61,0
1,90,48,69,50,0
92,3,54,62,20,0
80,90,48,90,15,0
25,21,27,83,95,1
55,38,60,12,95,0
78,22,11,90,75,0
85,93,83,83,34,0
45,98,39,77,28,1
10,42,62,50,83,0
90,85,16,41,4,0
68,31,37,51,97,1
7,43,69,20,76,1
99,98,60,11,49,0
62,47,76,73,98,0
14,73,28,55,59,0
46,35,17,68,52,1
42,99,36,41,10,1
47,9,39,87,8,0
27,30,44,72,49,0
44,9,63,47,52,0
50,82,99,5,40,0
96,99,56,29,39,1
3,66,49,7,98,1
30,79,88,66,43,0
72,56,5,48,21,1
14,73,69,10,90,0
36,10,0,11,72,0
76,61,52,10,76,1
99,77,5,88,21,0
73,9,14,33,40,0
41,95,58,27,18,0
30,45,65,26,23,1
6,99,10,73,0,0
16,34,23,15,84,1
7,42,49,63,57,0
31,53,47,91,27,0
52,89,2,24,13,0
78,68,1,83,14,0
85,72,78,71,2,0
38,59,43,42,35,1
37,50,68,75,94,0
98,3,17,78,55,0
7,38,25,10,60,1
63,86,21,25,23,1
9,58,65,90,33,1
51,56,47,13,85,1
21,11,42,15,26,1
22,98,90,58,51,1
31,95,41,3,74,0
81,46,92,0,13,0
7,89,19,40,74,1
3,38,37,18,23,0
58,82,59,43,81,0
85,20,96,20,23,0
97,20,13,89,41,1
53,21,80,69,68,1
5,26,28,66,89,0
53,8,74,59,82,0
3,17,94,49,67,1
74,9,28,67,42,1
52,18,12,98,98,1
28,27,65,70,86,0
35,94,30,87,6,0
53,51,14,81,41,0
52,32,99,44,77,1
49,91,74,0,0,1
34,27,1,40,1,0
20,85,75,88,84,1
19,23,78,73,5,0
37,33,60,81,66,0
87,99,92,76,4,0
77,1,24,78,57,0
52,10,43,2,88,0
59,96,82,14,44,0
78,2,14,52,42,1
2,68,3,13,30,0
75,99,29,16,5,0
54,40,69,14,74,1
82,38,33,3,12,0
12,21,55,85,38,1
41,25,50,36,19,1
52,74,4,95,25,0
22,71,16,61,94,0
5,21,95,63,31,0
6,83,36,44,18,0
99,52,83,80,32,1
44,15,80,95,76,0
88,57,23,64,43,0
30,50,64,16,19,1
87,41,28,68,27,1
31,14,98,95,12,1
30,87,3,6,85,0
72,45,25,84,46,1
24,28,66,33,26,0
27,3,63,5,52,1
0,26,88,20,82,0
72,42,27,65,27,0
18,18,33,7,73,0
71,23,69,13,77,1
39,19,4,57,31,1
21,36,27,67,12,0
76,37,6,8,2,0
5,41,22,68,46,1
53,6,9,54,2,1
34,96,0,49,11,1
70,8,59,82,91,0
24,99,72,26,0,0
14,49,82,57,88,0
