PROTECTED,X1,X2,X3,X4,X5,
0,14,64,37,64,68,1
0,0,3,11,95,96,1
0,87,94,30,61,59,1
0,45,3,80,73,99,1
0,27,99,75,71,60,1
0,98,59,70,79,65,1
1,44,85,92,85,74,0
1,62,16,4,41,83,0
1,63,63,50,0,64,0
1,50,1,37,5,93,0
1,25,78,56,28,67,0
1,60,17,97,42,88,0
1,91,46,33,43,61,0
1,25,4,61,50,38,0
1,5,75,26,56,54,0
1,40,2,69,4,93,0
1,95,57,69,53,16,0
1,77,16,94,47,98,0
1,43,22,84,50,60,0
1,3,39,38,5,51,0
1,2,18,62,61,88,0
1,70,83,72,82,27,0
1,66,64,36,74,98,0
1,31,23,60,71,28,0
1,12,4,42,91,30,0
1,71,36,77,44,81,0
1,51,36,45,48,57,0
1,17,11,16,2,77,1
1,92,45,61,27,71,0
1,52,3,77,38,74,0
1,22,67,89,29,5,0
1,70,95,61,26,62,0
1,78,70,30,54,80,0
1,72,50,94,57,19,0
1,79,27,16,69,85,0
1,82,23,77,61,3,0
1,40,37,6,94,58,0
1,52,79,25,52,74,0
1,88,21,73,59,44,0
1,73,68,37,80,43,0
1,41,11,71,27,80,0
1,97,18,61,63,47,1
1,71,97,51,22,7,0
1,28,82,34,15,70,0
1,7,81,70,80,70,0
1,36,6,9,70,88,0
1,12,89,93,31,82,0
1,20,91,19,41,31,0
1,56,46,52,62,15,0
1,74,54,95,24,68,0
1,59,57,34,79,17,0
1,9,32,19,95,82,0
1,78,74,65,49,90,0
1,95,35,26,22,30,0
1,47,36,49,43,86,0
1,92,75,83,56,45,0
1,2,20,2,94,31,0
1,94,49,26,91,61,0
1,35,98,80,65,15,0
1,23,23,43,6,43,0
1,87,39,67,12,66,0
1,34,39,3,72,62,0
1,51,85,44,52,48,0
1,29,39,44,58,37,1
1,19,35,84,64,70,1
1,68,81,86,25,14,0
1,36,19,31,47,50,0
1,63,33,14,21,33,0
1,80,79,3,67,14,0
1,4,68,79,6,27,0
1,5,81,15,95,30,0
1,22,97,68,48,74,0
1,46,3,65,4,20,0
1,85,17,29,8,21,0
1,21,75,59,98,45,0
1,93,56,56,96,39,0
1,6,61,75,5,1,0
1,67,62,67,91,29,0
1,53,64,83,2,72,0
1,46,18,91,83,38,0
1,20,13,80,40,76,0
1,82,53,24,52,42,0
1,96,9,5,98,63,0
1,75,32,29,8,85,0
1,60,76,51,83,25,0
1,36,91,22,90,4,0
1,21,71,25,32,9,0
1,25,52,3,37,23,0
1,71,30,12,60,68,0
1,65,31,19,16,9,1
1,23,43,44,27,10,0
1,51,96,69,19,80,1
1,81,0,34,66,45,0
1,67,28,72,97,20,0
1,40,88,5,94,39,0
1,34,19,15,98,1,1
1,28,78,99,79,14,1
1,42,58,40,63,45,0
1,65,82,27,54,50,0
1,58,38,4,61,33,1
1,6,70,11,33,5,0
1,68,93,98,93,2,1
1,2,0,95,54,29,0
1,52,62,63,66,11,1
1,36,79,40,88,24,0
1,8,95,2,53,73,0
1,2,28,39,52,52,1
1,70,52,48,4,1,0
1,8,24,82,90,82,0
1,95,86,26,53,75,0
1,31,1,44,10,60,0
1,76,77,74,17,40,0
1,40,56,96,7,59,0
1,17,66,76,11,54,0
1,92,87,54,47,60,0
1,39,71,81,83,96,0
1,40,16,85,65,75,0
1,20,44,45,96,16,1
1,22,51,18,35,99,1
1,74,14,85,18,42,0
1,2,56,35,67,62,0
1,76,93,46,83,93,0
1,14,46,55,31,91,0
1,5,77,90,70,68,0
1,14,88,57,20,96,0
1,10,48,52,28,15,0
1,56,28,63,0,95,0
1,42,23,68,44,76,0
1,82,75,66,98,78,0
1,22,45,56,8,68,0
1,96,28,49,45,60,0
1,89,28,23,26,90,0
1,73,16,8,89,34,0
1,22,59,13,36,24,1
1,57,39,23,69,25,0
1,3,58,44,44,51,0
1,12,26,11,23,66,0
1,5,85,79,3,43,0
1,74,89,33,69,1,0
1,70,53,38,40,54,0
1,10,85,50,9,38,0
1,53,84,65,90,6,0
1,8,5,24,97,4,0
1,17,5,45,28,82,1
1,18,44,97,20,98,0
1,32,30,76,17,67,0
1,21,52,82,43,71,0
1,50,33,36,65,51,0
1,38,26,27,86,70,0
1,63,90,63,83,34,1
1,88,8,87,87,47,0
1,57,16,9,27,19,1
1,6,33,31,77,0,0
1,32,49,69,77,37,0
1,70,69,19,64,24,0
1,91,72,36,29,22,0
1,32,84,34,61,78,0
1,61,73,63,92,11,0
1,58,22,16,70,68,0
1,10,37,53,57,16,0
1,58,57,73,65,63,0
1,23,55,39,80,56,0
1,86,2,6,26,59,0
1,93,96,73,41,30,0
1,21,97,40,63,8,0
1,24,80,71,18,64,0
1,4,86,11,8,14,0
1,68,4,66,95,53,0
1,30,61,49,41,71,1
1,24,79,27,19,29,0
1,77,16,44,0,58,0
1,17,29,70,79,55,0
1,14,0,54,14,68,0
1,9,45,8,53,65,0
1,27,16,40,35,64,0
1,27,25,72,64,3,0
1,87,44,70,49,62,1
1,19,76,87,18,68,0
1,0,23,71,50,36,0
1,52,29,84,60,74,0
1,18,0,80,63,47,0
1,78,98,16,7,58,0
1,56,37,6,54,4,0
1,42,32,0,1,80,0
1,58,75,91,24,72,0
1,85,84,85,91,13,0
1,25,39,70,58,36,0
1,59,14,25,7,27,0
1,35,29,50,70,17,0
1,75,35,82,70,14,0
1,54,48,28,94,7,0
1,2,88,16,32,74,0
1,55,16,5,44,1,0
1,77,16,18,5,48,1
1,92,70,95,52,37,0
1,23,21,39,89,65,0
1,58,9,14,78,15,0
1,97,45,58,82,96,0
1,6,57,45,0,62,0
1,52,47,2,67,78,0
1,0,50,59,74,59,0
1,6,60,49,51,83,0
1,21,24,83,62,57,0
1,18,51,99,92,28,1
1,18,99,68,11,47,1
1,52,24,47,36,91,0
1,43,59,68,43,60,0
1,83,75,99,46,23,0
1,92,64,98,6,10,1
1,90,12,91,25,43,0
1,54,77,0,41,55,0
1,20,45,16,25,92,0
1,19,23,71,64,35,0
1,89,58,79,81,51,0
1,94,0,62,82,91,0
1,57,83,11,98,87,0
1,36,98,38,25,36,1
1,28,31,64,87,90,0
1,82,85,33,47,51,1
1,88,24,30,25,62,0
1,77,27,3,50,90,0
1,7,85,8,96,2,0
1,42,19,9,33,46,0
1,90,41,33,18,6,0
1,89,75,2,79,13,0
1,19,52,94,11,96,0
1,6,98,77,48,23,1
1,48,26,86,7,48,0
1,39,71,74,17,32,0
1,89,4,62,75,10,0
1,93,68,88,91,77,0
1,95,79,67,18,23,0
1,34,69,6,88,45,0
1,1,28,26,98,72,0
1,25,67,6,76,13,1
1,14,25,47,38,52,0
1,9,7,92,47,58,0
1,33,69,58,52,3,0
1,12,5,7,23,35,0
1,82,43,59,58,89,1
1,42,1,6,96,46,0
1,48,70,71,57,81,0
1,65,15,41,78,62,0
1,90,94,9,57,83,0
1,76,8,56,94,38,0
1,75,72,97,37,33,1
1,71,9,69,88,62,0
1,56,15,90,83,71,0
1,96,59,17,81,97,0
1,62,67,7,70,80,0
1,98,83,44,88,1,0
1,62,9,60,62,90,1
1,43,41,56,48,12,1
1,15,74,36,75,56,1
1,96,80,97,23,5,0
1,78,89,93,53,47,0
1,90,44,39,97,43,0
1,40,72,44,70,46,0
1,33,32,52,6,90,0
1,16,2,2,16,57,0
1,19,30,78,98,51,0
1,39,49,31,42,18,0
1,11,78,88,15,75,0
1,19,21,66,26,66,0
1,12,75,95,28,53,1
1,19,0,58,37,27,1
1,74,39,11,8,82,0
1,43,89,54,2,8,1
1,20,5,1,80,40,0
1,25,46,62,96,15,0
1,28,15,32,98,0,0
1,49,13,44,97,43,0
1,4,32,32,64,31,1
1,41,68,84,95,99,0
1,26,77,67,54,25,0
1,59,21,16,85,89,0
1,12,24,16,82,16,0
1,20,56,97,12,3,0
1,60,48,34,55,89,1
1,15,31,76,95,38,0
1,36,43,55,39,76,0
1,40,65,77,34,37,0
1,53,40,43,59,4,0
1,23,6,53,90,51,0
1,55,88,20,95,94,0
1,6,42,24,77,64,0
1,52,57,1,44,93,0
1,62,63,45,66,8,0
1,85,90,22,23,17,0
1,2,96,98,16,92,0
1,97,34,59,22,39,0
1,84,27,85,22,89,0
1,15,14,13,5,20,0
1,63,24,10,84,58,1
1,13,91,73,70,44,0
1,91,50,59,23,41,0
1,25,46,79,77,73,0
1,96,74,39,62,71,0
1,63,11,49,85,73,0
1,41,11,25,46,69,0
1,71,4,5,44,88,1
1,10,24,57,60,64,0
1,3,36,77,60,45,0
1,37,35,74,32,55,1
1,27,0,76,55,12,1
1,18,60,25,51,17,0
1,26,0,31,55,61,0
1,60,33,2,59,26,0
1,28,36,34,8,25,1
1,80,96,38,79,88,0
1,64,92,17,58,86,0
1,23,58,84,25,86,1
1,72,71,84,37,20,0
1,87,32,60,25,44,1
1,28,22,89,26,7,1
1,73,17,20,53,52,1
1,89,45,90,20,32,0
1,37,7,38,74,69,0
1,21,25,80,64,75,0
1,27,72,77,23,71,0
1,92,14,96,64,24,1
1,72,57,6,85,59,0
1,44,42,19,52,12,0
1,42,59,20,29,54,0
1,82,95,6,78,27,0
1,52,34,85,57,82,0
1,27,84,87,23,23,0
1,85,51,85,33,37,0
1,76,61,35,29,33,0
1,37,60,10,93,59,1
1,41,41,18,80,14,1
1,9,26,25,47,78,1
1,6,2,70,80,5,1
1,63,70,68,63,31,0
1,43,53,58,86,50,0
1,24,16,88,87,37,1
1,38,85,44,56,41,1
1,42,90,45,57,94,1
1,71,74,42,47,71,1
1,61,75,7,84,57,1
1,66,11,52,74,43,1
1,78,28,99,28,56,1
1,94,50,74,77,70,1
1,30,64,49,31,57,0
1,83,98,77,84,0,0
1,76,16,32,93,31,0
1,25,89,89,50,50,0
1,79,91,86,24,46,0
1,79,36,64,35,13,0
1,73,76,98,4,21,1
1,36,49,48,52,47,0
1,35,26,13,1,72,0
1,97,20,16,71,17,0
1,51,78,54,65,76,0
1,94,68,23,65,8,1
1,64,28,71,34,99,0
1,68,94,80,81,84,0
1,21,85,84,69,31,0
1,29,68,52,28,8,0
1,18,69,24,63,40,0
1,33,14,20,45,21,0
1,38,20,32,93,89,1
1,59,58,97,69,51,1
1,89,97,9,25,77,0
1,59,87,39,50,94,0
1,85,62,97,37,38,1
1,99,44,99,11,98,0
1,96,99,12,89,58,1
1,79,63,89,59,62,0
1,23,39,91,89,97,0
1,54,83,18,61,16,0
1,3,34,1,78,15,1
1,60,15,72,87,43,1
1,6,17,34,17,83,0
1,67,0,37,16,31,0
1,89,89,31,98,94,0
1,45,42,17,79,41,0
1,4,56,26,76,7,0
1,18,73,64,17,54,0
1,87,75,71,77,48,0
1,38,4,35,33,86,1
1,11,61,94,86,6,0
1,13,62,12,97,96,1
1,46,46,50,1,81,1
1,13,87,76,92,14,0
1,28,98,2,88,65,0
1,61,53,63,86,44,0
1,17,29,62,11,71,1
1,49,17,78,28,51,0
1,62,30,13,92,58,0
1,77,88,83,20,24,0
1,78,73,4,21,15,0
1,9,9,44,45,96,0
1,55,9,24,54,35,0
1,82,77,27,4,13,0
1,88,39,82,96,18,1
1,68,96,36,74,63,0
1,96,81,88,67,82,1
1,28,25,18,43,57,0
1,65,58,66,79,6,1
1,33,46,16,39,78,1
1,66,64,55,98,81,0
1,31,16,53,52,64,1
1,19,81,89,69,44,1
1,96,13,2,85,83,0
1,22,94,1,4,23,0
1,22,45,79,61,15,0
1,32,83,89,85,25,0
1,63,32,85,58,65,1
1,1,39,41,18,10,1
1,39,38,26,32,29,0
1,96,48,81,87,20,0
1,58,52,35,74,38,1
1,26,93,81,44,17,0
1,61,83,36,47,33,1
1,45,96,17,85,64,0
1,51,59,79,48,10,0
1,72,25,84,69,63,0
1,25,47,6,92,91,0
1,31,83,54,67,87,0
1,10,59,59,95,3,0
1,32,25,63,15,1,0
1,24,11,61,1,0,0
1,97,95,44,79,19,0
1,65,99,22,84,48,0
1,49,6,76,65,61,1
1,52,61,76,57,67,1
1,15,85,65,84,67,1
1,53,62,24,44,8,0
1,0,15,46,68,62,1
1,96,22,34,76,20,0
1,37,1,53,86,16,0
1,47,5,68,79,34,0
1,39,6,64,72,15,1
1,69,81,20,26,25,0
1,16,84,13,94,55,1
1,46,5,53,14,93,0
1,81,80,35,59,46,1
1,40,40,98,41,20,0
1,49,6,12,15,72,1
1,55,70,22,15,93,0
1,20,97,17,91,48,0
1,45,93,56,54,27,1
1,60,10,37,1,86,0
1,40,93,4,64,95,1
1,91,76,6,34,31,0
1,41,80,4,66,64,1
1,67,6,75,17,51,0
1,42,24,52,66,56,1
1,28,66,43,77,95,0
1,96,50,50,60,58,0
1,65,43,32,69,84,1
1,91,45,26,42,69,1
1,78,88,49,45,78,1
1,16,8,38,53,66,0
1,34,24,64,64,12,1
1,75,29,0,95,40,1
1,93,53,14,3,49,1
1,79,72,93,19,48,1
1,3,16,96,49,5,1
1,21,47,70,88,20,1
1,82,10,89,61,66,1
1,76,4,67,40,17,0
1,87,71,73,25,94,1
1,6,38,93,67,31,1
1,88,96,84,26,95,1
1,84,64,90,92,98,0
1,35,44,23,52,50,0
1,2,55,62,33,82,1
1,43,66,93,10,54,1
1,26,56,62,74,31,0
1,79,80,29,29,67,0
1,58,10,71,60,42,1
1,25,11,43,70,67,0
1,20,13,51,71,50,1
1,21,41,38,81,46,1
1,65,86,29,49,0,0
1,93,89,28,18,85,0
1,85,59,57,65,71,1
1,53,38,93,13,33,1
1,94,53,70,85,38,0
1,12,88,99,8,0,1
1,1,78,8,65,74,0
1,91,61,89,3,94,0
1,9,8,75,79,38,1
1,90,27,49,52,60,0
1,88,86,70,92,33,0
1,25,0,22,36,58,1
1,43,70,70,17,16,0
1,98,80,26,99,52,1
1,23,85,64,81,76,0
1,72,11,19,80,58,0
1,97,87,7,41,85,1
1,99,63,56,2,73,0
1,38,79,8,23,21,1
1,42,39,59,18,52,1
1,94,15,81,17,18,1
1,89,47,99,90,65,0
1,2,37,44,84,46,1
1,21,73,50,66,90,0
1,14,69,98,3,92,0
1,26,33,18,6,43,1
1,0,17,17,7,68,0
1,60,41,72,67,20,0
1,47,70,17,46,35,1
1,92,8,10,72,7,0
1,41,4,6,44,75,0
1,88,99,91,71,93,1
1,12,29,15,58,0,1
1,58,96,88,6,15,1
1,73,55,10,8,40,1
1,0,53,81,37,21,1
1,72,38,86,27,39,0
1,79,59,73,34,14,1
1,32,51,86,16,47,0
1,6,28,97,44,84,1
1,29,30,56,97,95,0
1,11,79,30,1,85,1
1,4,40,55,84,94,0
1,96,56,49,84,70,1
1,53,36,17,56,55,0
1,51,37,70,51,33,0
1,68,65,15,65,21,0
1,30,92,89,61,27,1
1,38,0,82,98,95,1
1,21,77,6,83,71,1
1,1,56,5,13,3,0
1,60,50,82,83,34,0
1,87,52,26,60,45,0
1,3,92,37,35,4,0
1,84,26,20,40,67,1
1,63,51,81,22,75,0
1,22,33,87,94,59,0
1,58,26,67,67,68,0
1,22,27,24,37,64,0
1,77,37,54,82,29,0
1,41,61,12,0,15,0
1,32,74,35,96,92,1
1,52,59,62,91,41,0
1,73,8,21,21,71,1
1,8,49,82,24,17,1
1,23,88,29,67,44,0
1,19,16,55,96,12,0
1,14,94,65,63,45,0
1,81,68,61,54,78,0
1,47,32,96,53,9,0
1,1,20,38,59,73,0
1,52,68,66,83,91,1
1,90,78,96,15,59,1
1,5,67,72,76,77,0
1,85,72,25,3,9,1
1,7,14,27,62,66,0
1,14,21,23,57,93,1
1,38,58,91,47,11,0
1,75,34,46,20,86,1
1,34,37,53,35,85,0
1,31,58,93,69,71,0
1,23,4,51,45,72,0
1,81,91,68,18,45,1
1,34,45,22,71,78,0
1,11,57,54,89,61,1
1,34,80,31,97,96,0
1,34,8,60,48,1,1
1,34,76,19,77,27,1
1,32,98,90,77,72,1
1,86,84,41,67,23,0
1,90,82,17,12,34,1
1,44,87,81,3,69,0
1,76,7,91,19,41,1
1,61,90,12,1,85,1
1,2,6,57,38,92,0
1,9,86,71,6,92,1
1,72,45,39,7,89,0
1,98,70,18,15,38,1
1,82,38,22,4,87,0
1,27,35,90,45,36,1
1,85,53,93,31,8,1
1,81,38,56,4,22,1
1,56,18,2,57,81,0
1,86,41,90,88,26,0
1,25,80,50,52,58,1
1,16,79,85,92,22,1
1,64,31,69,99,59,1
1,25,34,71,92,8,1
1,22,97,26,66,91,1
1,88,31,83,32,40,0
1,16,41,45,73,13,0
1,46,62,45,25,63,1
1,20,86,40,74,84,1
1,51,34,67,21,9,1
1,28,77,25,61,64,1
1,46,68,5,22,4,0
1,30,13,23,26,95,0
1,21,20,96,30,56,0
1,38,12,30,4,42,0
1,5,17,49,37,30,1
1,26,98,12,58,13,1
1,73,29,57,26,28,0
1,56,66,37,86,54,0
1,60,23,84,79,1,1
1,17,35,72,47,74,0
1,11,42,65,88,75,0
1,93,56,37,16,35,1
1,21,39,50,57,9,1
1,83,43,75,51,58,1
1,31,66,42,4,46,1
1,39,13,72,67,88,0
1,97,37,59,66,10,0
1,50,83,3,35,85,1
1,60,69,27,26,9,0
1,31,79,2,9,94,0
1,53,59,13,48,40,1
1,30,78,9,61,22,0
1,19,87,69,31,40,1
1,39,37,88,45,16,1
1,81,8,11,93,35,1
1,98,64,30,82,50,0
1,15,74,87,68,89,1
1,47,94,36,96,94,1
1,81,27,4,44,4,1
1,90,59,95,65,81,0
1,87,57,34,87,46,0
1,8,70,79,31,70,1
1,40,42,75,37,16,1
1,38,90,11,85,15,1
1,69,9,38,66,56,1
1,2,16,0,3,62,0
1,38,94,21,98,17,0
1,28,24,48,55,99,0
1,67,59,69,99,35,0
1,11,39,86,86,90,1
1,1,81,38,21,80,0
1,86,63,52,42,16,0
1,55,59,35,34,22,0
1,65,37,46,55,38,1
1,15,57,53,88,61,1
1,45,27,20,95,11,1
1,89,1,71,65,73,1
1,53,98,54,55,82,0
1,61,56,70,83,39,0
1,52,49,91,22,45,1
1,42,95,13,23,90,0
1,93,13,85,84,13,1
1,48,32,94,84,98,0
1,57,19,0,99,78,1
1,71,45,0,36,26,1
1,90,75,16,86,8,1
1,89,59,59,49,10,1
1,4,68,8,67,83,0
1,11,30,6,45,34,0
1,26,66,32,74,71,0
1,14,10,43,66,74,0
1,85,28,73,92,91,0
1,93,53,52,3,43,0
1,51,65,60,46,78,1
1,6,59,28,45,40,1
1,40,11,66,57,37,1
1,59,90,33,45,92,1
1,27,63,61,0,45,0
1,36,82,28,61,10,1
1,97,12,1,98,33,1
1,43,71,75,7,10,1
1,20,2,58,82,83,1
1,75,68,75,35,63,1
1,10,62,38,47,57,1
1,62,51,57,89,0,1
1,43,34,76,57,96,0
1,93,16,34,5,82,1
1,68,97,4,75,17,0
1,58,20,63,30,90,0
1,68,49,10,68,48,1
1,56,36,0,32,92,1
1,69,24,88,57,80,0
1,59,39,92,96,52,1
1,43,97,97,64,40,1
1,32,94,74,42,34,1
1,75,51,49,56,33,1
1,48,88,50,32,74,0
1,13,19,69,90,39,1
1,25,49,82,7,58,1
1,32,8,74,58,17,0
1,69,31,59,93,38,1
1,87,27,98,68,89,0
1,41,15,58,18,61,1
1,95,99,48,44,98,1
1,49,12,28,38,43,0
1,86,92,16,17,97,0
1,19,87,19,56,69,1
1,41,11,22,89,47,1
1,74,23,57,9,48,1
1,72,26,60,16,59,1
1,15,55,89,68,78,1
1,98,26,3,66,71,0
1,45,47,5,53,87,1
1,14,6,21,27,21,1
1,12,81,89,31,15,0
1,25,94,88,80,76,1
1,41,9,55,96,56,1
1,44,57,67,29,73,1
1,26,59,31,74,36,0
1,32,31,73,72,92,0
1,35,1,26,16,0,1
1,80,21,30,14,78,1
1,44,51,73,80,25,1
1,34,7,12,30,1,1
1,80,26,90,96,36,0
1,62,10,33,9,87,1
1,46,29,45,97,34,1
1,4,28,36,87,9,0
1,99,74,9,48,61,1
1,51,63,47,36,83,1
1,68,63,10,30,21,1
1,62,30,24,18,2,1
1,30,52,62,43,10,1
1,45,68,93,10,88,0
1,4,53,20,31,80,1
1,64,34,37,77,39,1
1,89,39,46,62,10,0
1,42,41,0,73,76,0
1,67,15,27,32,97,1
1,85,60,51,88,52,1
1,61,10,64,25,45,1
1,59,81,54,6,43,1
1,51,35,96,27,19,1
1,35,72,43,60,27,0
1,63,25,43,44,32,1
1,35,99,57,54,5,1
1,18,22,85,69,94,1
1,23,59,1,75,22,1
1,74,98,73,75,50,0
1,78,46,19,81,33,0
1,89,52,23,90,89,0
1,89,28,58,24,81,1
1,7,0,29,94,23,1
1,48,51,51,17,34,1
1,85,17,2,39,43,1
1,9,70,65,40,89,1
1,32,8,8,17,99,0
1,63,69,20,78,14,1
1,55,71,17,79,11,1
1,75,73,54,62,4,1
1,73,80,41,51,61,1
1,61,14,60,92,34,1
1,64,67,10,24,7,1
1,61,83,49,88,51,1
1,44,67,50,36,76,1
1,19,23,26,54,28,1
1,67,73,23,91,81,0
1,31,80,57,81,52,0
1,35,33,92,65,6,1
1,74,99,96,45,0,1
1,37,51,90,10,90,0
1,64,71,59,92,48,0
1,77,98,80,43,76,1
1,6,38,70,29,23,0
1,18,6,78,69,48,1
1,70,27,5,72,35,1
1,53,87,8,87,11,1
1,31,30,67,76,99,0
1,88,55,81,5,85,1
1,35,55,3,18,79,1
1,11,36,51,59,96,0
1,81,51,84,23,3,0
1,21,67,16,54,5,1
1,87,99,27,91,25,1
1,36,46,7,17,10,1
1,74,92,51,88,16,0
1,62,15,67,88,30,1
1,28,61,27,36,12,1
1,90,4,1,46,65,0
1,20,43,49,14,93,1
1,96,89,40,8,45,1
1,98,20,35,34,1,1
1,15,82,84,81,84,1
1,34,12,72,12,67,1
1,91,86,11,67,15,1
1,47,36,37,63,84,1
1,80,75,58,48,63,0
1,29,61,63,79,23,1
1,5,29,80,54,48,0
1,26,94,80,11,77,0
1,21,21,76,0,44,1
1,67,63,2,30,71,1
1,9,9,36,45,89,0
1,13,83,28,27,25,0
1,46,20,47,22,38,1
1,16,60,52,89,60,1
1,10,15,73,58,98,1
1,82,53,39,65,6,1
1,25,74,6,9,12,1
1,45,81,13,70,7,0
1,72,41,87,30,63,0
1,5,88,74,96,28,1
1,28,26,4,98,26,0
1,69,56,7,15,81,1
1,66,71,87,79,60,1
1,49,63,77,53,16,1
1,57,54,42,63,77,0
1,36,3,61,34,26,1
1,23,94,94,79,48,1
1,55,8,5,30,35,1
1,28,35,69,69,62,0
1,8,32,36,74,85,1
1,70,15,41,44,11,1
1,54,94,38,33,62,1
1,44,59,60,8,36,1
1,37,13,39,60,31,0
1,32,92,92,92,90,0
1,7,72,60,50,26,1
1,88,7,40,21,81,1
1,95,80,68,56,37,1
1,80,56,67,88,83,1
1,94,19,17,59,33,1
1,81,68,25,39,66,1
1,93,24,14,40,50,1
1,91,97,15,61,91,1
1,94,3,20,99,74,1
1,24,99,69,74,95,1
1,61,27,41,72,3,1
1,89,57,21,54,39,0
1,70,7,34,23,5,1
1,66,48,52,92,6,1
1,55,82,56,66,52,1
1,14,30,46,33,26,1
1,95,60,9,80,9,1
1,19,82,78,10,33,1
1,29,83,92,70,92,1
1,17,54,57,24,60,1
1,38,11,80,36,29,1
1,78,61,77,62,36,1
1,88,77,57,70,82,0
1,37,82,65,0,32,0
1,9,96,11,4,44,1
1,15,4,42,67,64,1
1,25,49,50,17,47,1
1,90,65,69,54,53,1
1,15,15,7,98,29,0
1,45,70,59,94,31,1
1,86,75,90,54,37,1
1,51,90,13,34,81,0
1,58,61,66,42,96,1
1,1,28,55,79,34,1
1,84,53,32,34,58,0
1,4,16,45,18,43,0
1,20,60,4,2,48,0
1,69,91,32,90,26,1
1,97,93,61,93,20,1
1,22,33,94,75,76,1
1,17,19,69,0,34,0
1,38,30,7,32,59,1
1,63,64,29,28,52,1
1,31,85,48,9,63,1
1,25,60,47,54,34,1
1,36,48,57,11,55,1
1,53,97,17,10,60,1
1,75,48,6,21,5,1
1,28,24,76,35,6,1
1,74,85,81,8,93,1
1,85,54,83,84,15,1
1,23,20,21,32,95,1
1,97,70,86,80,3,0
1,20,30,37,30,51,1
1,48,32,6,32,33,1
1,96,71,54,49,36,1
1,97,61,25,19,67,1
1,57,74,10,90,23,1
1,84,62,19,42,47,1
1,9,70,18,86,53,1
1,15,68,82,64,97,1
1,5,4,32,0,62,1
1,98,45,94,40,31,1
1,62,46,10,95,15,1
1,94,51,38,49,68,1
1,18,71,70,61,86,1
1,31,63,8,82,37,1
1,65,99,35,69,87,1
1,51,66,24,52,49,1
1,90,53,33,33,77,1
1,95,12,80,67,4,1
1,22,65,54,39,26,1
1,88,72,95,36,19,1
1,94,0,6,43,3,1
1,41,23,28,32,88,1
1,97,54,1,25,19,1
1,77,69,52,27,85,1
1,4,26,5,10,55,1
1,22,47,78,79,75,1
1,84,1,92,29,24,1
1,10,57,74,55,90,1
1,25,3,96,57,60,1
1,25,44,16,77,34,1
1,12,45,66,27,47,1
1,86,23,82,17,0,0
1,11,98,12,25,96,1
1,88,1,58,9,48,0
1,9,35,4,80,98,1
1,15,21,48,37,83,1
1,44,81,72,81,68,1
1,46,5,82,12,83,1
1,64,72,3,24,64,1
1,32,62,75,23,82,1
1,24,95,49,71,60,1
1,68,39,73,53,71,1
1,97,29,26,93,75,1
1,19,70,30,51,98,1
1,89,66,79,55,53,0
1,56,93,54,83,76,1
1,88,72,72,64,36,1
1,98,80,7,6,9,1
1,41,36,22,84,83,1
1,16,40,78,60,46,1
1,88,75,40,20,37,1
1,19,80,78,37,87,1
1,72,43,36,53,12,1
1,91,30,50,27,78,1
1,11,25,56,43,98,1
1,62,88,74,43,55,0
1,53,3,97,27,58,1
1,78,30,83,13,89,0
1,8,83,34,87,48,1
1,19,70,44,27,36,1
1,98,0,72,17,40,1
1,42,78,93,77,5,1
1,98,56,19,2,95,1
1,11,42,83,32,68,0
1,11,56,7,91,22,1
1,87,48,65,53,77,1
1,63,25,96,48,3,1
1,24,76,65,27,81,1
1,65,7,40,25,72,0
1,54,32,23,64,15,1
1,11,93,54,1,65,1
1,29,60,48,35,27,1
1,68,58,70,89,45,1
1,76,13,33,67,96,1
1,93,94,77,39,20,0
1,35,48,52,0,31,1
1,7,48,98,59,23,1
1,20,13,61,47,34,1
1,86,2,56,31,2,1
1,14,56,97,5,72,1
1,90,13,53,51,79,1
1,65,77,36,72,88,1
1,55,98,0,75,63,1
1,86,59,43,36,22,1
1,65,40,53,51,38,1
1,62,80,51,99,42,1
1,70,76,54,72,75,1
1,42,5,80,49,34,1
1,21,64,10,82,62,1
1,47,19,52,99,84,1
1,6,27,36,9,50,1
1,63,17,5,71,72,1
1,28,19,61,61,96,1
1,62,55,86,41,68,1
1,13,87,82,5,28,1
1,20,61,86,91,52,1
1,60,46,39,1,57,1
1,48,94,88,5,94,1
1,69,10,43,53,60,1
1,13,23,90,64,50,1
1,28,98,2,88,25,1
1,95,24,80,13,72,1
1,66,63,21,77,83,1
1,67,67,47,96,3,1
1,21,4,92,74,75,1
1,65,15,85,58,13,1
1,90,66,37,96,88,1
1,35,95,72,33,8,1
1,63,64,61,19,89,1
1,92,16,3,18,39,1
1,17,87,14,43,70,1
1,21,14,80,8,57,1
1,38,27,90,44,26,1
1,92,56,91,88,18,1
1,55,0,74,22,54,1
1,17,76,88,12,49,1
1,79,4,76,89,89,1
1,95,85,55,46,96,1
1,37,42,0,12,54,1
1,98,90,95,99,69,1
1,76,95,38,22,60,1
1,53,79,97,54,26,1
1,52,6,96,54,17,1
1,80,78,98,49,9,1
1,40,88,84,89,16,1
1,2,32,80,54,11,1
1,10,15,58,33,46,1
1,7,29,25,79,38,1
1,54,78,2,73,5,1
1,40,27,49,1,41,1
1,7,90,72,54,83,1
1,53,12,82,24,68,1
1,0,91,26,75,13,1
1,76,54,79,15,75,1
1,70,80,71,37,36,1
1,19,48,7,5,46,1
1,87,55,49,2,31,1
